695833 | 03AQ02 Mar 23 02:23:22 03 | L01 D3 (Groth) | 14:19:28.0  52:40:41 2000 |  180 | i | 1.19 | 0.79 0.87  1127 |P 1 V Q|
699807 | 03AQ03 Apr 24 03:41:39 03 | L01 D3 (Groth) | 14:19:28.4  52:40:45 2000 |  180 | i | 1.51 | 1.23 1.26  1467 |P 3 O Q|
699813 | 03AQ03 Apr 24 04:08:22 03 | L01 D3 (Groth) | 14:19:27.7  52:40:39 2000 |   40 | i | 1.65 | 1.24 1.25   377 |P 4 O Q|
699957 | 03AQ03 Apr 26 00:58:38 03 | L01 D3 (Groth) | 14:19:27.7  52:40:40 2000 |  180 | r | 1.20 | 0.93 1.03   500 |P 2 V Q|
699958 | 03AQ03 Apr 26 01:02:35 03 | L01 D3 (Groth) | 14:19:26.6  52:40:37 2000 |  180 | r | 1.20 | 1.10 1.18   510 |P 4 O Q|
699959 | 03AQ03 Apr 26 01:08:41 03 | L01 D3 (Groth) | 14:19:27.7  52:40:40 2000 |  180 | r | 1.20 | 0.96 1.05   523 |P 2 V Q|
699960 | 03AQ03 Apr 26 01:12:38 03 | L01 D3 (Groth) | 14:19:26.6  52:40:37 2000 |  180 | r | 1.21 | 0.99 1.07   527 |P 3 V Q|
699961 | 03AQ03 Apr 26 01:16:34 03 | L01 D3 (Groth) | 14:19:28.1  52:40:30 2000 |  180 | r | 1.21 | 0.92 1.02   529 |P 2 V Q|
699962 | 03AQ03 Apr 26 01:20:41 03 | L01 D3 (Groth) | 14:19:28.8  52:40:43 2000 |  180 | r | 1.21 | 0.91 1.00   536 |P 2 V Q|
699963 | 03AQ03 Apr 26 01:24:37 03 | L01 D3 (Groth) | 14:19:27.4  52:40:50 2000 |  180 | r | 1.22 | 0.86 0.97   530 |P 1 V Q|
699964 | 03AQ03 Apr 26 01:28:33 03 | L01 D3 (Groth) | 14:19:27.0  52:40:47 2000 |  180 | r | 1.22 | 0.97 1.06   535 |P 2 V Q|
699965 | 03AQ03 Apr 26 01:32:30 03 | L01 D3 (Groth) | 14:19:28.5  52:40:32 2000 |  180 | r | 1.22 | 0.92 1.02   534 |P 2 V Q|
699966 | 03AQ03 Apr 26 01:36:28 03 | L01 D3 (Groth) | 14:19:28.3  52:40:48 2000 |  180 | r | 1.23 | 0.92 1.02   534 |P 2 V Q|
699967 | 03AQ03 Apr 26 01:40:24 03 | L01 D3 (Groth) | 14:19:27.2  52:40:31 2000 |  180 | r | 1.23 | 0.83 0.94   533 |P 1 V Q|
699968 | 03AQ03 Apr 26 01:44:18 03 | L01 D3 (Groth) | 14:19:26.9  52:40:41 2000 |  180 | r | 1.24 | 0.87 0.97   542 |P 1 V Q|
699969 | 03AQ03 Apr 26 01:48:42 03 | L01 D3 (Groth) | 14:19:27.7  52:40:40 2000 |  180 | r | 1.24 | 0.80 0.91   546 |P 1 V Q|
699970 | 03AQ03 Apr 26 01:52:37 03 | L01 D3 (Groth) | 14:19:26.6  52:40:37 2000 |  180 | r | 1.25 | 0.84 0.94   538 |P 1 V Q|
699971 | 03AQ03 Apr 26 01:56:35 03 | L01 D3 (Groth) | 14:19:28.1  52:40:30 2000 |  180 | r | 1.25 | 0.85 0.96   543 |P 1 V Q|
700246 | 03AQ03 Apr 29 00:01:24 03 | L01 D3 (Groth) | 14:19:27.7  52:40:41 2000 |  180 | i | 1.19 | 1.02 1.07  1012 |P 2 V Q|
700247 | 03AQ03 Apr 29 00:03:37 03 | L01 D3 (Groth) | 14:19:26.6  52:40:38 2000 |   78 | i | 1.19 | 0.99 1.06   449 |A 4 O Q|
700249 | 03AQ03 Apr 29 00:15:59 03 | L01 D3 (Groth) | 14:19:26.6  52:40:38 2000 |  180 | i | 1.19 | 0.95 1.02  1046 |P 2 V Q|
700250 | 03AQ03 Apr 29 00:19:52 03 | L01 D3 (Groth) | 14:19:28.1  52:40:31 2000 |  180 | i | 1.19 | 0.86 0.96  1001 |P 1 V Q|
700251 | 03AQ03 Apr 29 00:23:47 03 | L01 D3 (Groth) | 14:19:28.8  52:40:44 2000 |  180 | i | 1.19 | 0.90 0.99  1014 |P 1 V Q|
700252 | 03AQ03 Apr 29 00:27:41 03 | L01 D3 (Groth) | 14:19:27.4  52:40:51 2000 |  180 | i | 1.19 | 0.83 0.93  1022 |P 1 V Q|
700253 | 03AQ03 Apr 29 00:31:35 03 | L01 D3 (Groth) | 14:19:27.0  52:40:48 2000 |  180 | i | 1.19 | 0.83 0.92  1048 |P 1 V Q|
700254 | 03AQ03 Apr 29 00:35:32 03 | L01 D3 (Groth) | 14:19:28.5  52:40:34 2000 |  180 | i | 1.19 | 0.81 0.91  1023 |P 1 V Q|
700255 | 03AQ03 Apr 29 00:39:27 03 | L01 D3 (Groth) | 14:19:28.3  52:40:49 2000 |  180 | i | 1.19 | 0.82 0.92  1033 |P 1 V Q|
700256 | 03AQ03 Apr 29 00:43:22 03 | L01 D3 (Groth) | 14:19:27.2  52:40:32 2000 |  180 | i | 1.20 | 0.81 0.92  1030 |P 1 V Q|
700257 | 03AQ03 Apr 29 00:47:17 03 | L01 D3 (Groth) | 14:19:26.9  52:40:43 2000 |  180 | i | 1.20 | 0.84 0.94  1047 |P 1 V Q|
700258 | 03AQ03 Apr 29 00:51:11 03 | L01 D3 (Groth) | 14:19:28.6  52:40:39 2000 |  180 | i | 1.20 | 0.87 0.98  1021 |P 1 V Q|
700259 | 03AQ03 Apr 29 00:55:04 03 | L01 D3 (Groth) | 14:19:27.5  52:40:46 2000 |  180 | i | 1.20 | 0.85 0.95  1043 |P 1 V Q|
700260 | 03AQ03 Apr 29 00:58:57 03 | L01 D3 (Groth) | 14:19:28.0  52:40:36 2000 |  180 | i | 1.20 | 0.86 0.96  1068 |P 1 V Q|
700261 | 03AQ03 Apr 29 01:02:50 03 | L01 D3 (Groth) | 14:19:28.2  52:40:45 2000 |  180 | i | 1.21 | 0.85 0.96  1098 |P 1 V Q|
700262 | 03AQ03 Apr 29 01:06:43 03 | L01 D3 (Groth) | 14:19:27.3  52:40:37 2000 |  180 | i | 1.21 | 0.84 0.94  1126 |P 1 V Q|
700263 | 03AQ03 Apr 29 01:10:37 03 | L01 D3 (Groth) | 14:19:27.6  52:40:32 2000 |  180 | i | 1.21 | 0.85 0.94  1152 |P 1 V Q|
700264 | 03AQ03 Apr 29 01:14:32 03 | L01 D3 (Groth) | 14:19:27.9  52:40:50 2000 |  180 | i | 1.22 | 0.80 0.91  1158 |P 1 V Q|
700265 | 03AQ03 Apr 29 01:18:24 03 | L01 D3 (Groth) | 14:19:28.1  52:40:40 2000 |  180 | i | 1.22 | 0.80 0.91  1101 |P 1 V Q|
700266 | 03AQ03 Apr 29 01:22:18 03 | L01 D3 (Groth) | 14:19:27.4  52:40:42 2000 |  180 | i | 1.22 | 0.81 0.92  1137 |P 1 V Q|
700267 | 03AQ03 Apr 29 01:26:12 03 | L01 D3 (Groth) | 14:19:28.4  52:40:47 2000 |  180 | i | 1.23 | 0.89 0.97  1172 |P 2 V Q|
700349 | 03AQ03 Apr 30 00:34:25 03 | L01 D3 (Groth) | 14:19:28.1  52:40:40 2000 |   36 | r | 1.19 | 1.16 1.15    92 |A 4 O Q|
700351 | 03AQ03 Apr 30 00:50:37 03 | L01 D3 (Groth) | 14:19:28.1  52:40:40 2000 |  360 | r | 1.20 | 0.72 0.84   873 |P 1 V Q|
700352 | 03AQ03 Apr 30 00:59:31 03 | L01 D3 (Groth) | 14:19:27.0  52:40:37 2000 |  360 | r | 1.21 | 1.40 1.44   908 |P 4 O Q|
700353 | 03AQ03 Apr 30 01:07:07 03 | L01 D3 (Groth) | 14:19:28.1  52:40:40 2000 |  180 | r | 1.21 | 0.69 0.81   459 |P 1 V Q|
700354 | 03AQ03 Apr 30 01:11:00 03 | L01 D3 (Groth) | 14:19:27.0  52:40:36 2000 |  180 | r | 1.22 | 0.72 0.84   460 |P 1 V Q|
700355 | 03AQ03 Apr 30 01:14:53 03 | L01 D3 (Groth) | 14:19:28.4  52:40:29 2000 |  180 | r | 1.22 | 0.73 0.85   447 |P 1 V Q|
700356 | 03AQ03 Apr 30 01:18:45 03 | L01 D3 (Groth) | 14:19:29.2  52:40:42 2000 |  180 | r | 1.22 | 0.71 0.83   458 |P 1 V Q|
700357 | 03AQ03 Apr 30 01:22:37 03 | L01 D3 (Groth) | 14:19:27.7  52:40:50 2000 |  180 | r | 1.23 | 0.73 0.84   456 |P 1 V Q|
700358 | 03AQ03 Apr 30 01:26:31 03 | L01 D3 (Groth) | 14:19:27.3  52:40:46 2000 |  180 | r | 1.23 | 0.74 0.86   458 |P 1 V Q|
700359 | 03AQ03 Apr 30 01:30:24 03 | L01 D3 (Groth) | 14:19:28.8  52:40:33 2000 |  180 | r | 1.24 | 0.71 0.82   460 |P 1 V Q|
700360 | 03AQ03 Apr 30 01:34:19 03 | L01 D3 (Groth) | 14:19:28.6  52:40:47 2000 |  180 | r | 1.24 | 0.77 0.87   468 |P 1 V Q|
700361 | 03AQ03 Apr 30 01:38:11 03 | L01 D3 (Groth) | 14:19:27.5  52:40:32 2000 |  180 | r | 1.25 | 0.84 0.92   471 |P 1 V Q|
700362 | 03AQ03 Apr 30 01:42:02 03 | L01 D3 (Groth) | 14:19:27.2  52:40:41 2000 |  180 | r | 1.25 | 0.85 0.94   463 |P 1 V Q|
700362 |        Apr 30 02:50:56 03 | E99 Zenith     | 16:38:58.6  20:07:15 2000 |   15 | r | 1.00 |
703266 | 03AQ04 May 23 23:48:38 03 | L01 D3 (Groth) | 14:19:27.9  52:40:40 2000 |  520 | i | 1.22 |  nan  nan     0 |P 1 V Q|
703267 | 03AQ04 May 23 23:59:47 03 | L01 D3 (Groth) | 14:19:26.8  52:40:37 2000 |  520 | i | 1.24 |  nan  nan     0 |P 1 V Q|
703268 | 03AQ04 May 24 00:09:34 03 | L01 D3 (Groth) | 14:19:28.2  52:40:30 2000 |  520 | i | 1.25 |  nan  nan     0 |P 1 V Q|
703269 | 03AQ04 May 24 00:19:35 03 | L01 D3 (Groth) | 14:19:29.0  52:40:42 2000 |  520 | i | 1.26 |  nan  nan     0 |P 1 V Q|
703270 | 03AQ04 May 24 00:29:44 03 | L01 D3 (Groth) | 14:19:27.5  52:40:49 2000 |  520 | i | 1.28 |  nan  nan     0 |P 1 V Q|
703271 | 03AQ04 May 24 00:39:34 03 | L01 D3 (Groth) | 14:19:27.1  52:40:47 2000 |  520 | i | 1.30 |  nan  nan     0 |P 1 V Q|
703272 | 03AQ04 May 24 00:49:20 03 | L01 D3 (Groth) | 14:19:28.6  52:40:32 2000 |  520 | i | 1.32 |  nan  nan     0 |P 2 V Q|
703273 | 03AQ04 May 24 01:00:40 03 | L01 D3 (Groth) | 14:19:27.9  52:10:01 2000 |  520 | i | 1.34 |  nan  nan     0 |P 2 V Q|
703274 | 03AQ04 May 24 01:10:49 03 | L01 D3 (Groth) | 14:19:26.8  52:09:57 2000 |  520 | i | 1.37 |  nan  nan     0 |P 2 V Q|
703275 | 03AQ04 May 24 01:20:32 03 | L01 D3 (Groth) | 14:19:28.2  52:09:51 2000 |  520 | i | 1.40 |  nan  nan     0 |P 2 V Q|
703276 | 03AQ04 May 24 01:30:37 03 | L01 D3 (Groth) | 14:19:28.9  52:10:04 2000 |  520 | i | 1.43 |  nan  nan     0 |P 2 V Q|
703277 | 03AQ04 May 24 01:40:22 03 | L01 D3 (Groth) | 14:19:27.5  52:10:11 2000 |  520 | i | 1.47 |  nan  nan     0 |P 2 V Q|
703278 | 03AQ04 May 24 01:50:05 03 | L01 D3 (Groth) | 14:19:27.1  52:10:08 2000 |  520 | i | 1.50 |  nan  nan     0 |P 2 V Q|
703279 | 03AQ04 May 24 01:59:51 03 | L01 D3 (Groth) | 14:19:28.6  52:09:53 2000 |  520 | i | 1.55 |  nan  nan     0 |P 2 V Q|
703398 | 03AQ04 May 24 23:54:39 03 | L01 D3 (Groth) | 14:19:27.9  52:40:38 2000 |  360 | r | 1.24 |  nan  nan     0 |P 1 V Q|
703399 | 03AQ04 May 25 00:02:06 03 | L01 D3 (Groth) | 14:19:26.8  52:40:35 2000 |  360 | r | 1.25 |  nan  nan     0 |P 2 V Q|
703400 | 03AQ04 May 25 00:09:14 03 | L01 D3 (Groth) | 14:19:28.2  52:40:28 2000 |  360 | r | 1.26 |  nan  nan     0 |P 2 V Q|
703401 | 03AQ04 May 25 00:16:17 03 | L01 D3 (Groth) | 14:19:29.0  52:40:41 2000 |  360 | r | 1.27 |  nan  nan     0 |P 2 V Q|
703402 | 03AQ04 May 25 00:26:02 03 | L01 D3 (Groth) | 14:19:27.5  52:40:48 2000 |  360 | r | 1.29 |  nan  nan     0 |P 2 O Q|
703403 | 03AQ04 May 25 00:35:25 03 | L01 D3 (Groth) | 14:19:27.7  52:10:28 2000 |  360 | r | 1.30 |  nan  nan     0 |P 2 V Q|
703404 | 03AQ04 May 25 00:42:51 03 | L01 D3 (Groth) | 14:19:26.7  52:10:24 2000 |  360 | r | 1.31 |  nan  nan     0 |P 2 V Q|
703405 | 03AQ04 May 25 00:51:42 03 | L01 D3 (Groth) | 14:19:28.1  52:10:17 2000 |  360 | r | 1.34 |  nan  nan     0 |P 2 V Q|
703406 | 03AQ04 May 25 00:59:09 03 | L01 D3 (Groth) | 14:19:28.8  52:10:31 2000 |  360 | r | 1.35 |  nan  nan     0 |P 3 V Q|
703407 | 03AQ04 May 25 01:06:26 03 | L01 D3 (Groth) | 14:19:27.4  52:10:38 2000 |  360 | r | 1.38 |  nan  nan     0 |P 3 V Q|
703492 | 03AQ04 May 25 23:55:53 03 | L01 D3 (Groth) | 14:19:27.7  52:40:43 2000 |  180 | g | 1.25 |  nan  nan     0 |P 1 V Q|
703493 | 03AQ04 May 26 00:00:09 03 | L01 D3 (Groth) | 14:19:26.6  52:40:40 2000 |  180 | g | 1.25 |  nan  nan     0 |P 1 V Q|
703494 | 03AQ04 May 26 00:04:53 03 | L01 D3 (Groth) | 14:19:28.1  52:40:33 2000 |  180 | g | 1.26 |  nan  nan     0 |P 1 V Q|
703495 | 03AQ04 May 26 00:09:03 03 | L01 D3 (Groth) | 14:19:28.8  52:40:46 2000 |  180 | g | 1.27 |  nan  nan     0 |P 1 V Q|
703496 | 03AQ04 May 26 00:13:40 03 | L01 D3 (Groth) | 14:19:27.4  52:40:52 2000 |  180 | g | 1.28 |  nan  nan     0 |P 1 V Q|
703497 | 03AQ04 May 26 00:20:12 03 | L01 D3 (Groth) | 14:19:27.7  52:10:28 2000 |  180 | g | 1.28 |  nan  nan     0 |P 1 V Q|
703498 | 03AQ04 May 26 00:24:39 03 | L01 D3 (Groth) | 14:19:26.7  52:10:25 2000 |  180 | g | 1.29 |  nan  nan     0 |P 1 V Q|
703499 | 03AQ04 May 26 00:28:58 03 | L01 D3 (Groth) | 14:19:28.1  52:10:18 2000 |  180 | g | 1.30 |  nan  nan     0 |P 1 V Q|
703500 | 03AQ04 May 26 00:33:18 03 | L01 D3 (Groth) | 14:19:28.8  52:10:30 2000 |  180 | g | 1.31 |  nan  nan     0 |P 1 V Q|
703501 | 03AQ04 May 26 00:37:27 03 | L01 D3 (Groth) | 14:19:27.4  52:10:38 2000 |  180 | g | 1.32 |  nan  nan     0 |P 1 V Q|
703674 | 03AQ04 May 27 23:39:12 03 | L01 D3 (Groth) | 14:19:28.0  52:40:43 2000 |  520 | i | 1.23 |  nan  nan     0 |P 1 V Q|
703675 | 03AQ04 May 27 23:49:17 03 | L01 D3 (Groth) | 14:19:26.9  52:40:40 2000 |  520 | i | 1.24 |  nan  nan     0 |P 1 V Q|
703676 | 03AQ04 May 28 00:00:01 03 | L01 D3 (Groth) | 14:19:28.3  52:40:33 2000 |  520 | i | 1.26 |  nan  nan     0 |P 1 V Q|
703677 | 03AQ04 May 28 00:02:59 03 | L01 D3 (Groth) | 14:19:29.1  52:40:46 2000 |    5 | i | 1.28 |  nan  nan     0 |P 4 O Q|
703678 | 03AQ04 May 28 00:21:59 03 | L01 D3 (Groth) | 14:19:29.1  52:40:46 2000 |  520 | i | 1.30 |  nan  nan     0 |P 1 V Q|
703679 | 03AQ04 May 28 00:32:47 03 | L01 D3 (Groth) | 14:19:27.6  52:40:52 2000 |  520 | i | 1.32 |  nan  nan     0 |P 1 V Q|
703680 | 03AQ04 May 28 00:42:59 03 | L01 D3 (Groth) | 14:19:27.2  52:40:50 2000 |  520 | i | 1.34 |  nan  nan     0 |P 2 V Q|
703681 | 03AQ04 May 28 00:53:52 03 | L01 D3 (Groth) | 14:19:28.7  52:40:36 2000 |  520 | i | 1.37 |  nan  nan     0 |A 1 V Q|
703682 | 03AQ04 May 28 01:06:07 03 | L01 D3 (Groth) | 14:19:28.0  52:10:28 2000 |  520 | i | 1.40 |  nan  nan     0 |A 1 V Q|
703683 | 03AQ04 May 28 01:16:21 03 | L01 D3 (Groth) | 14:19:26.9  52:10:25 2000 |  520 | i | 1.44 |  nan  nan     0 |A 1 V Q|
703684 | 03AQ04 May 28 01:26:55 03 | L01 D3 (Groth) | 14:19:28.3  52:10:17 2000 |  520 | i | 1.48 |  nan  nan     0 |A 2 V Q|
703685 | 03AQ04 May 28 01:37:17 03 | L01 D3 (Groth) | 14:19:29.1  52:10:30 2000 |  520 | i | 1.52 |  nan  nan     0 |A 3 V Q|
703686 | 03AQ04 May 28 01:47:32 03 | L01 D3 (Groth) | 14:19:27.6  52:10:38 2000 |  520 | i | 1.56 |  nan  nan     0 |A 3 V Q|
703687 | 03AQ04 May 28 01:59:32 03 | L01 D3 (Groth) | 14:19:27.2  52:10:35 2000 |  520 | i | 1.62 |  nan  nan     0 |A 3 V Q|
703688 | 03AQ04 May 28 02:10:02 03 | L01 D3 (Groth) | 14:19:28.7  52:10:21 2000 |  520 | i | 1.68 |  nan  nan     0 |A 3 V Q|
704138 | 03AQ04 May 30 23:31:13 03 | L01 D3 (Groth) | 14:19:28.1  52:40:40 2000 |  180 | g | 1.24 | 0.79 0.88   372 |A 2 V Q|
704139 | 03AQ04 May 30 23:35:40 03 | L01 D3 (Groth) | 14:19:27.0  52:40:37 2000 |  180 | g | 1.25 | 0.80 0.89   381 |A 3 V Q|
704140 | 03AQ04 May 30 23:40:01 03 | L01 D3 (Groth) | 14:19:28.4  52:40:29 2000 |  180 | g | 1.25 | 1.34 1.36   402 |A 4 O Q|
704141 | 03AQ04 May 30 23:44:52 03 | L01 D3 (Groth) | 14:19:29.2  52:40:43 2000 |  180 | g | 1.26 | 0.87 0.94   461 |A 4 O Q|
704142 | 03AQ04 May 30 23:48:59 03 | L01 D3 (Groth) | 14:19:27.7  52:40:49 2000 |  180 | g | 1.27 | 0.79 0.86   447 |A 4 O Q|
704180 | 03AQ04 Jun 01 00:37:46 03 | L01 D3 (Groth) | 14:19:28.0  52:40:43 2000 |  180 | g | 1.39 | 1.09 1.08   436 |A 2 V Q|
704181 | 03AQ04 Jun 01 00:42:00 03 | L01 D3 (Groth) | 14:19:26.9  52:40:40 2000 |  180 | g | 1.40 | 1.09 1.09   436 |A 4 O Q|
704182 | 03AQ04 Jun 01 00:51:54 03 | L01 D3 (Groth) | 14:19:26.9  52:40:40 2000 |  180 | g | 1.43 | 1.04 1.04   445 |A 4 O Q|
704183 | 03AQ04 Jun 01 00:56:32 03 | L01 D3 (Groth) | 14:19:28.3  52:40:33 2000 |  180 | g | 1.45 | 1.06 1.06   458 |A 4 O Q|
704186 | 03AQ04 Jun 01 01:20:44 03 | L01 D3 (Groth) | 14:19:28.3  52:40:33 2000 |  180 | g | 1.54 | 1.27 1.27   480 |A 4 O Q|
704303 | 03AQ04 Jun 01 21:49:58 03 | L01 D3 (Groth) | 14:19:27.8  52:40:39 2000 |  520 | i | 1.19 | 0.83 0.92  2503 |P 1 V Q|
704304 | 03AQ04 Jun 01 21:59:55 03 | L01 D3 (Groth) | 14:19:26.8  52:40:37 2000 |  520 | i | 1.19 | 0.74 0.85  2468 |P 1 V Q|
704305 | 03AQ04 Jun 01 22:23:11 03 | L01 D3 (Groth) | 14:19:28.2  52:40:29 2000 |  520 | i | 1.19 | 0.76 0.86  2667 |A 1 V Q|
704306 | 03AQ04 Jun 01 22:33:04 03 | L01 D3 (Groth) | 14:19:29.0  52:40:43 2000 |  520 | i | 1.20 | 0.71 0.82  2665 |A 1 V Q|
704307 | 03AQ04 Jun 01 22:43:00 03 | L01 D3 (Groth) | 14:19:27.5  52:40:50 2000 |  520 | i | 1.20 | 0.68 0.79  2701 |A 1 V Q|
704308 | 03AQ04 Jun 01 22:52:55 03 | L01 D3 (Groth) | 14:19:27.1  52:40:47 2000 |  520 | i | 1.21 | 0.65 0.76  2784 |A 1 V Q|
704309 | 03AQ04 Jun 01 23:03:09 03 | L01 D3 (Groth) | 14:19:28.6  52:40:33 2000 |  520 | i | 1.21 | 0.79 0.91  2815 |A 1 V Q|
704310 | 03AQ04 Jun 01 23:11:49 03 | L01 D3 (Groth) | 14:19:27.9  52:40:40 2000 |  360 | r | 1.22 | 0.84 0.95   868 |A 1 V Q|
704311 | 03AQ04 Jun 01 23:19:05 03 | L01 D3 (Groth) | 14:19:26.8  52:40:37 2000 |  360 | r | 1.23 | 0.70 0.81   848 |A 1 V Q|
704312 | 03AQ04 Jun 01 23:26:21 03 | L01 D3 (Groth) | 14:19:28.2  52:40:30 2000 |  360 | r | 1.24 | 0.77 0.88   873 |A 1 V Q|
704313 | 03AQ04 Jun 01 23:33:37 03 | L01 D3 (Groth) | 14:19:29.0  52:40:43 2000 |  360 | r | 1.25 | 0.93 1.01   873 |A 2 V Q|
704314 | 03AQ04 Jun 01 23:41:33 03 | L01 D3 (Groth) | 14:19:27.5  52:40:50 2000 |  360 | r | 1.26 | 1.27 1.33   858 |A 3 V Q|
704316 | 03AQ04 Jun 01 23:55:15 03 | L01 D3 (Groth) | 14:19:27.5  52:40:50 2000 |  180 | g | 1.29 | 1.07 1.19   381 |A 2 V Q|
704317 | 03AQ04 Jun 01 23:59:27 03 | L01 D3 (Groth) | 14:19:26.8  52:40:36 2000 |  180 | g | 1.30 | 1.13 1.25   385 |A 3 V Q|
704318 | 03AQ04 Jun 02 00:03:41 03 | L01 D3 (Groth) | 14:19:28.2  52:40:29 2000 |  180 | g | 1.31 | 1.09 1.22   393 |A 3 V Q|
704319 | 03AQ04 Jun 02 00:08:01 03 | L01 D3 (Groth) | 14:19:29.0  52:40:42 2000 |  180 | g | 1.32 | 1.17 1.27   376 |A 3 V Q|
704320 | 03AQ04 Jun 02 00:12:54 03 | L01 D3 (Groth) | 14:19:27.5  52:40:50 2000 |  180 | g | 1.33 | 1.13 1.24   376 |A 3 V Q|
704893 | 03AQ04 Jun 05 04:04:17 03 | L01 D4         | 22:15:31.8 -17:44:06 2000 |  520 | i | 1.44 | 0.99 1.10  4487 |A 2 V Q|
704894 | 03AQ04 Jun 05 04:06:19 03 | L01 D4         | 22:15:32.7 -17:44:13 2000 |   38 | i | 1.40 | 1.00 1.11   309 |A 4 O Q|
704895 | 03AQ04 Jun 05 04:17:32 03 | L01 D4         | 22:15:32.7 -17:44:13 2000 |  520 | i | 1.39 | 0.83 0.94  3947 |A 2 V Q|
704896 | 03AQ04 Jun 05 04:27:09 03 | L01 D4         | 22:15:33.2 -17:43:59 2000 |  520 | i | 1.37 | 0.66 0.77  4009 |A 2 V Q|
704897 | 03AQ04 Jun 05 04:36:56 03 | L01 D4         | 22:15:32.3 -17:43:53 2000 |  520 | i | 1.34 | 0.68 0.79  4144 |A 2 V Q|
705178 | 03AQ04 Jun 06 00:27:50 03 | L01 D3 (Groth) | 14:19:27.7  52:40:41 2000 |  520 | i | 1.40 | 0.69 0.78  2488 |P 1 V Q|
705179 | 03AQ04 Jun 06 00:37:55 03 | L01 D3 (Groth) | 14:19:26.6  52:40:38 2000 |  520 | i | 1.43 | 0.75 0.83  2627 |P 1 V Q|
705180 | 03AQ04 Jun 06 00:47:54 03 | L01 D3 (Groth) | 14:19:28.1  52:40:31 2000 |  520 | i | 1.47 | 0.62 0.70  2697 |P 1 V Q|
705181 | 03AQ04 Jun 06 00:58:02 03 | L01 D3 (Groth) | 14:19:28.8  52:40:44 2000 |  520 | i | 1.51 | 0.67 0.75  2901 |P 1 V Q|
705182 | 03AQ04 Jun 06 01:08:16 03 | L01 D3 (Groth) | 14:19:27.4  52:40:51 2000 |  520 | i | 1.55 | 0.69 0.76  2940 |P 1 V Q|
705183 | 03AQ04 Jun 06 01:21:28 03 | L01 D3 (Groth) | 14:19:27.0  52:40:48 2000 |  520 | i | 1.61 | 0.70 0.76  3131 |P 1 V Q|
705184 | 03AQ04 Jun 06 01:32:17 03 | L01 D3 (Groth) | 14:19:28.5  52:40:33 2000 |  520 | i | 1.67 | 0.75 0.80  3331 |P 1 V Q|
705197 | 03AQ04 Jun 06 04:04:41 03 | L01 D4         | 22:15:31.5 -17:44:06 2000 |  520 | i | 1.42 | 0.83 0.85  3943 |A 2 V Q|
705198 | 03AQ04 Jun 06 04:15:43 03 | L01 D4         | 22:15:31.8 -17:44:21 2000 |  520 | i | 1.39 | 0.78 0.80  3997 |A 2 V Q|
705199 | 03AQ04 Jun 06 04:26:19 03 | L01 D4         | 22:15:32.5 -17:44:11 2000 |  520 | i | 1.36 | 0.78 0.79  4153 |A 2 V Q|
705308 | 03AQ04 Jun 07 04:05:11 03 | L01 D4         | 22:15:31.8 -17:44:04 2000 |  360 | r | 1.40 | 0.75 0.76  1257 |P 1 V Q|
705309 | 03AQ04 Jun 07 04:12:33 03 | L01 D4         | 22:15:31.1 -17:44:07 2000 |  360 | r | 1.38 | 0.79 0.80  1256 |P 2 V Q|
705310 | 03AQ04 Jun 07 04:19:54 03 | L01 D4         | 22:15:32.0 -17:44:14 2000 |  360 | r | 1.36 | 0.77 0.79  1235 |P 2 V Q|
705311 | 03AQ04 Jun 07 04:27:17 03 | L01 D4         | 22:15:32.5 -17:44:01 2000 |  360 | r | 1.34 | 0.79 0.82  1260 |P 2 V Q|
705312 | 03AQ04 Jun 07 04:34:39 03 | L01 D4         | 22:15:31.6 -17:43:54 2000 |  360 | r | 1.32 | 0.78 0.80  1361 |P 2 V Q|
707137 | 03AQ05 Jun 21 22:43:30 03 | L01 D3 (Groth) | 14:19:28.2  52:40:39 2000 |  520 | i | 1.30 | 1.34 1.39  2623 |P 3 O Q|
707138 | 03AQ05 Jun 21 22:53:51 03 | L01 D3 (Groth) | 14:19:27.1  52:40:36 2000 |  520 | i | 1.32 | 1.35 1.39  2738 |P 3 O Q|
707141 | 03AQ05 Jun 21 23:31:43 03 | L01 D3 (Groth) | 14:19:28.2  52:40:39 2000 |  520 | i | 1.42 | 0.78 0.89  2874 |P 1 V Q|
707142 | 03AQ05 Jun 21 23:42:30 03 | L01 D3 (Groth) | 14:19:27.1  52:40:35 2000 |  520 | i | 1.46 | 1.06 1.14  2964 |P 2 V Q|
707143 | 03AQ05 Jun 21 23:52:59 03 | L01 D3 (Groth) | 14:19:28.5  52:40:29 2000 |  520 | i | 1.50 | 1.14 1.21  3131 |P 2 V Q|
707144 | 03AQ05 Jun 22 00:03:44 03 | L01 D3 (Groth) | 14:19:29.3  52:40:42 2000 |  520 | i | 1.54 | 0.90 1.00  3250 |P 1 V Q|
707145 | 03AQ05 Jun 22 00:14:27 03 | L01 D3 (Groth) | 14:19:27.9  52:40:49 2000 |  520 | i | 1.59 | 1.26 1.33  3580 |P 3 V Q|
707146 | 03AQ05 Jun 22 00:25:01 03 | L01 D3 (Groth) | 14:19:27.4  52:40:45 2000 |  520 | i | 1.65 | 1.21 1.28  3679 |P 3 V Q|
707147 | 03AQ05 Jun 22 00:35:52 03 | L01 D3 (Groth) | 14:19:29.0  52:40:32 2000 |  520 | i | 1.71 | 1.02 1.10  3764 |P 2 V Q|
